mean,median,std,min,max
0.00204,0.002,0.00034641016151377546,0.002,0.005
0.0033066666666666665,0.003,0.0004924657577157245,0.003,0.005
0.0034000000000000002,0.003,0.0005198752449100363,0.003,0.005
0.004986666666666668,0.005,0.0012135867471230858,0.004,0.008
0.15726666666666667,0.156,0.008136923485539474,0.144,0.174
0.26653333333333334,0.143,0.20505395341110547,0.066,0.644
1.0456666666666667,1.044,0.034745331992054644,0.997,1.127
