mean,median,std,min,max
0.0015888888888888892,0.002,0.0005891417318213692,0.001,0.006
0.003025925925925926,0.003,0.00018105964962718,0.003,0.005
0.0031148148148148146,0.003,0.0003525833537492144,0.003,0.005
0.004070370370370371,0.004,0.0003206809840676763,0.004,0.007
0.002574074074074074,0.003,0.0010746100978187541,0.001,0.006
0.019944444444444445,0.006,0.02604742892223951,0.004,0.09
0.03927777777777778,0.039999999999999994,0.007609370257995758,0.03,0.05
