model,AUC_mean,AUC_se,TPR_mean,TPR_se,FPR_mean,FPR_se,TNR_mean,TNR_se,FNR_mean,FNR_se,Precision_mean,Precision_se,Recall_mean,Recall_se,F1_mean,F1_se
LCM_100syn_0sim,0.8743983903756508,0.14210286866705496,0.8971315863623557,0.13555533423792995,0.31334314226003923,0.3453690341363054,0.6866568577399608,0.3453690341363054,0.1028684136376444,0.13555533423792995,0.7976183493527336,0.1634928245376181,0.8971315863623557,0.13555533423792995,0.8210011242908809,0.10331525528635528
LCM_80syn_20sim,0.960091660114435,0.028512826807945188,1.0,0.0,0.20163067045314848,0.12866016425278087,0.7983693295468515,0.12866016425278087,0.0,0.0,0.8408800392658851,0.08197040296889971,1.0,0.0,0.9113359278917923,0.05012329623564867
LCM_50syn_50sim,0.9440977472525377,0.04716002734145414,0.976153846153846,0.06300652732223146,0.16551886095483112,0.10673512188946435,0.8344811390451689,0.10673512188946435,0.02384615384615385,0.06300652732223147,0.8602671934192124,0.07958015351500884,0.976153846153846,0.06300652732223146,0.9128719818263307,0.06410324078459308
LCM_20syn_80sim,0.9668278960081247,0.03613124258416382,1.0,0.0,0.17989111555607368,0.08025811020623193,0.8201088844439264,0.08025811020623193,0.0,0.0,0.8514502652862156,0.057764685987862184,1.0,0.0,0.9187157026380117,0.033681766935383516
