mean,median,std,min,max
2.4e-06,0.0,4.8935865618059285e-05,0.0,0.001
0.00017360000000000002,0.0,0.00037880303370969664,0.0,0.001
0.0010006000000000001,0.001,2.4489996978162294e-05,0.001,0.002
0.0010040000000000003,0.001,6.312524819271508e-05,0.001,0.002
0.0020074000000000003,0.002,9.026000982647174e-05,0.002,0.004
0.006253999999999999,0.006,0.0011827437942694447,0.004,0.01
0.12806,0.121,0.04801359917466827,0.013,0.451
0.04422599999999999,0.044,0.0008506748189805837,0.042,0.049
