model,AUC_mean,AUC_se,TPR_mean,TPR_se,FPR_mean,FPR_se,TNR_mean,TNR_se,FNR_mean,FNR_se,Precision_mean,Precision_se,Recall_mean,Recall_se,F1_mean,F1_se
LCM_100syn_0sim,0.9389989866929895,0.03557092773364631,0.8823529411764706,0.18225803982152552,0.5646056878120008,0.3566361466121138,0.4353943121879992,0.3566361466121138,0.11764705882352941,0.1822580398215255,0.6795149814609203,0.18800166302726556,0.8823529411764706,0.18225803982152552,0.7239501495743722,0.0190455067805516
LCM_80syn_20sim,0.9828355803209192,0.011091583240909548,1.0,0.0,0.08875703640838839,0.035297470453116896,0.9112429635916116,0.03529747045311688,0.0,0.0,0.9194725311907798,0.0306705270935761,1.0,0.0,0.957784717738144,0.016421242550893552
LCM_50syn_50sim,0.9887644964105943,0.010449490362085187,1.0,0.0,0.12450188023300264,0.08689094170401955,0.8754981197669973,0.08689094170401954,0.0,0.0,0.8942180286651533,0.06424599213474413,1.0,0.0,0.9429045747641555,0.03692148397670394
LCM_20syn_80sim,0.9864875709309298,0.015101815210348868,1.0,0.0,0.16456806632130697,0.12036146111970786,0.8354319336786932,0.12036146111970783,0.0,0.0,0.8669955496129637,0.0812184699172763,1.0,0.0,0.9266569653973026,0.048444029251603064
