model,AUC_mean,AUC_se,TPR_mean,TPR_se,FPR_mean,FPR_se,TNR_mean,TNR_se,FNR_mean,FNR_se,Precision_mean,Precision_se,Recall_mean,Recall_se,F1_mean,F1_se
LCM_100syn_0sim,0.9666667679945627,0.011789893987407322,0.7656338367896673,0.11831990744773699,0.03540670125820848,0.019175315326242583,0.9645932987417913,0.019175315326242587,0.23436616321033243,0.11831990744773697,0.9570838909057616,0.017551051842448,0.7656338367896673,0.11831990744773699,0.8451873907845636,0.0715166286519302
LCM_80syn_20sim,0.9816171725591024,0.0064428388620042,0.9960317460317462,0.016361530260387534,0.20540679855346733,0.06401439279719034,0.7945932014465326,0.06401439279719032,0.003968253968253968,0.016361530260387544,0.8314429291382017,0.04269628284947433,0.9960317460317462,0.016361530260387534,0.9055711163508742,0.024999146778815803
LCM_50syn_50sim,0.9790850679079691,0.008049350789426722,0.992063492063492,0.032723060520775095,0.15441276420339936,0.05412032004903985,0.8455872357966008,0.05412032004903984,0.007936507936507936,0.03272306052077509,0.8674822446683763,0.03996104096080357,0.992063492063492,0.032723060520775095,0.9246604497901507,0.024460519840727335
LCM_20syn_80sim,0.9755059844917722,0.010531563283628849,0.992063492063492,0.032723060520775095,0.1818888186849567,0.07970765042477344,0.8181111813150432,0.07970765042477344,0.007936507936507936,0.03272306052077509,0.8489640425794104,0.057025187669273315,0.992063492063492,0.032723060520775095,0.913626419022494,0.03600538220938559
