mean,median,std,min,max
0.0019100000000000007,0.002,0.00037859388972001824,0.001,0.004
0.0030499999999999998,0.003,0.00021904291355759027,0.003,0.004
0.003510000000000001,0.003,0.0006112580172368815,0.003,0.006
0.0044800000000000005,0.004,0.0007585206228927037,0.004,0.008
0.1305,0.121,0.026300890519244086,0.095,0.191
0.09730000000000001,0.058499999999999996,0.09153894770734707,0.033,0.364
0.7857999999999999,0.553,0.37217633059160493,0.53,1.388
