model,AUC_mean,AUC_se,TPR_mean,TPR_se,FPR_mean,FPR_se,TNR_mean,TNR_se,FNR_mean,FNR_se,Precision_mean,Precision_se,Recall_mean,Recall_se,F1_mean,F1_se
LCM_100syn_0sim,0.9247983824639093,0.05055138522887975,0.8956776556776558,0.09995729609193363,0.20554543330602004,0.20639410616632228,0.7944545666939798,0.2063941061663223,0.10432234432234433,0.09995729609193363,0.8415517956454079,0.11420792215487124,0.8956776556776558,0.09995729609193363,0.8559841965185766,0.05527939143765648
LCM_80syn_20sim,0.966332669485183,0.02812194496077702,1.0,0.0,0.18464043699801855,0.13389284843241298,0.8153595630019814,0.133892848432413,0.0,0.0,0.8535346266733801,0.0840781641796176,1.0,0.0,0.9186403083171155,0.0517044171173466
LCM_50syn_50sim,0.9514403258051191,0.0504228535396137,0.9714285714285715,0.0657763681898362,0.14237592626662582,0.09629775629460113,0.8576240737333742,0.09629775629460115,0.02857142857142857,0.06577636818983622,0.8754909116270183,0.07810906968557461,0.9714285714285715,0.0657763681898362,0.9200798732619373,0.06830043606959388
LCM_20syn_80sim,0.9683967613038562,0.03878364876376115,1.0,0.0,0.17868871457536473,0.0940142034329644,0.8213112854246352,0.09401420343296442,0.0,0.0,0.853696936643839,0.0666561943396351,1.0,0.0,0.9196694689110836,0.03911775994389679
